-0.504639		 0.430775		 3.010813		 6.932386		-2.404671
 0.109528		 0.594886		 3.225822		 6.726528		-2.702952
 0.717617		 0.845762		 3.456377		 6.471009		-2.911297
 1.292249		 1.190657		 3.704668		 6.159848		-3.038857
 1.809120		 1.629020		 3.967240		 5.785224		-3.098519
 2.248441		 2.153199		 4.234405		 5.338397		-3.104264
 2.595604		 2.749300		 4.490612		 4.811359		-3.068589
 2.841354		 3.398012		 4.715564		 4.199187		-3.000464
 2.981907		 4.075526		 4.886014		 3.502916		-2.904193
 3.019361		 4.754907		 4.978236		 2.732376		-2.779486
 2.962470		 5.408292		 4.971084		 1.908104		-2.622884
 2.827309		 6.009989		 4.849217		 1.061275		-2.430345
 2.637005		 6.539957		 4.605695		 0.231010		-2.200408
 2.419770		 6.986578		 4.243130		-0.540650		-1.936927
 2.205119		 7.347572		 3.773002		-1.214717		-1.650335
 2.019139		 7.628566		 3.213548		-1.760263		-1.356790
 1.880321		 7.839915		 2.587185		-2.157072		-1.075285
 1.797364		 7.993101		 1.918401		-2.395669		-0.823558
 1.769580		 8.098059		 1.232479		-2.475619		-0.613989
 1.789564		 8.162011		 0.554805		-2.403353		-0.450610
 1.847085		 8.189621		-0.089810		-2.190509		-0.327954
 1.932907		 8.183770		-0.678252		-1.853121		-0.231933
 2.041443		 8.146271		-1.190756		-1.411340		-0.142424
 2.171647		 8.078169		-1.612775		-0.889114		-0.036828
 2.326180		 7.979607		-1.936522		-0.313292		 0.106327
 2.509454		 7.849460		-2.161699		 0.288017		 0.304562
 2.725346		 7.684954		-2.295165		 0.887600		 0.569887
 2.975306		 7.481404		-2.349592		 1.461292		 0.908540
 3.257156		 7.232136		-2.341385		 1.989604		 1.321660
 3.564567		 6.928626		-2.288249		 2.458475		 1.806398
 3.886915		 6.560956		-2.206775		 2.859093		 2.356933
 4.209285		 6.118725		-2.110321		 3.187019		 2.965069
 4.512485		 5.592614		-2.007447		 3.441013		 3.620296
 4.773237		 4.976735		-1.901081		 3.622084		 4.309413
 4.964888		 4.271680		-1.788670		 3.733168		 5.016069
 5.059040		 3.487784		-1.663527		 3.779683		 5.720716
 5.028365		 2.647661		-1.517454		 3.770753		 6.401466
 4.850369		 1.786767		-1.344342		 3.720365		 7.036049
 4.511385		 0.951034		-1.143848		 3.647343		 7.604489
 4.009783		 0.191612		-0.923750		 3.573257		 8.091515
 3.357593		-0.441956		-0.699487		 3.518345		 8.487653
 2.580371		-0.908140		-0.490238		 3.496943		 8.788641
