-3.673971e-02 6.493109e-01 8.391129e-01 8.751222e+00 -1.104195e+00
3.787518e-01 8.442192e-01 1.177306e+00 8.691367e+00 -1.054573e+00
7.660050e-01 1.059180e+00 1.539283e+00 8.612208e+00 -9.937989e-01
1.124428e+00 1.298050e+00 1.924043e+00 8.509719e+00 -9.329305e-01
1.455416e+00 1.564756e+00 2.330483e+00 8.378530e+00 -8.819970e-01
1.761692e+00 1.863609e+00 2.757008e+00 8.211421e+00 -8.493965e-01
2.046486e+00 2.199451e+00 3.201028e+00 7.998880e+00 -8.413236e-01
2.312574e+00 2.577587e+00 3.658262e+00 7.728832e+00 -8.612221e-01
2.561261e+00 3.003397e+00 4.121808e+00 7.386685e+00 -9.092432e-01
2.791411e+00 3.481525e+00 4.580973e+00 6.955924e+00 -9.817113e-01
2.998741e+00 4.014563e+00 5.019947e+00 6.419576e+00 -1.070647e+00
3.175727e+00 4.601215e+00 5.416623e+00 5.762885e+00 -1.163502e+00
3.312606e+00 5.234219e+00 5.742053e+00 4.977415e+00 -1.243424e+00
3.399880e+00 5.898664e+00 5.961292e+00 4.066331e+00 -1.290554e+00
3.432336e+00 6.571747e+00 6.036338e+00 3.049742e+00 -1.284907e+00
3.413582e+00 7.224924e+00 5.931339e+00 1.968000e+00 -1.211108e+00
3.358959e+00 7.828519e+00 5.619196e+00 8.805078e-01 -1.064332e+00
3.294203e+00 8.357210e+00 5.087695e+00 -1.411465e-01 -8.554238e-01
3.248680e+00 8.793748e+00 4.343342e+00 -1.024169e+00 -6.122113e-01
3.245232e+00 9.129076e+00 3.412295e+00 -1.705636e+00 -3.745224e-01
3.291583e+00 9.359658e+00 2.339188e+00 -2.139836e+00 -1.828555e-01
3.378477e+00 9.484754e+00 1.184565e+00 -2.300957e+00 -6.395350e-02
3.486325e+00 9.505719e+00 2.038146e-02 -2.183258e+00 -1.881096e-02
3.597182e+00 9.426790e+00 -1.077716e+00 -1.801398e+00 -1.847651e-02
3.705373e+00 9.255124e+00 -2.041293e+00 -1.191350e+00 -1.008429e-02
3.820648e+00 8.998671e+00 -2.820547e+00 -4.097501e-01 6.903998e-02
3.962334e+00 8.662580e+00 -3.392127e+00 4.708780e-01 2.750882e-01
4.148304e+00 8.246043e+00 -3.760454e+00 1.371310e+00 6.455453e-01
4.384757e+00 7.741089e+00 -3.952432e+00 2.216595e+00 1.194135e+00
4.660884e+00 7.133818e+00 -4.007906e+00 2.945035e+00 1.911981e+00
4.948927e+00 6.408018e+00 -3.969002e+00 3.512709e+00 2.771829e+00
5.207965e+00 5.550995e+00 -3.871070e+00 3.893607e+00 3.732523e+00
5.389841e+00 4.561159e+00 -3.737005e+00 4.077435e+00 4.742724e+00
5.446706e+00 3.455863e+00 -3.575920e+00 4.067673e+00 5.744742e+00
5.339975e+00 2.276534e+00 -3.386259e+00 3.881274e+00 6.680122e+00
5.049348e+00 1.087413e+00 -3.162300e+00 3.549177e+00 7.497745e+00
4.578836e+00 -3.398900e-02 -2.901537e+00 3.115098e+00 8.162824e+00
3.956728e+00 -1.012355e+00 -2.609738e+00 2.630351e+00 8.663018e+00
3.229073e+00 -1.789754e+00 -2.301399e+00 2.145229e+00 9.008323e+00
2.449640e+00 -2.334411e+00 -1.995771e+00 1.700271e+00 9.224659e+00
1.670615e+00 -2.641049e+00 -1.710803e+00 1.321196e+00 9.344506e+00
9.366875e-01 -2.725244e+00 -1.457992e+00 1.018959e+00 9.398750e+00
2.826323e-01 -2.615958e+00 -1.240010e+00 7.936560e-01 9.412049e+00
-2.669476e-01 -2.349168e+00 -1.051386e+00 6.397180e-01 9.401634e+00
-6.970737e-01 -1.963523e+00 -8.812952e-01 5.502136e-01 9.378207e+00
-1.001730e+00 -1.497556e+00 -7.171121e-01 5.192814e-01 9.347602e+00
-1.183172e+00 -9.876787e-01 -5.475139e-01 5.427835e-01 9.312401e+00
-1.251020e+00 -4.664558e-01 -3.644195e-01 6.178618e-01 9.273214e+00
-1.221002e+00 3.892693e-02 -1.635791e-01 7.421589e-01 9.229600e+00
-1.113322e+00 5.078108e-01 5.594674e-02 9.132232e-01 9.180656e+00
-9.508252e-01 9.266263e-01 2.929572e-01 1.128294e+00 9.125295e+00
-7.571600e-01 1.288780e+00 5.454520e-01 1.384405e+00 9.062254e+00
-5.551362e-01 1.593939e+00 8.117866e-01 1.678637e+00 8.989838e+00
-3.654094e-01 1.846895e+00 1.091464e+00 2.008341e+00 8.905470e+00
-2.055206e-01 2.056191e+00 1.385550e+00 2.371208e+00 8.805110e+00
-8.924690e-02 2.232694e+00 1.696795e+00 2.765126e+00 8.682606e+00
-2.617132e-02 2.388156e+00 2.029581e+00 3.187809e+00 8.529067e+00
-2.136985e-02 2.533808e+00 2.389781e+00 3.636156e+00 8.332348e+00
-7.513374e-02 2.678949e+00 2.784522e+00 4.105359e+00 8.076744e+00
-1.826843e-01 2.829525e+00 3.221743e+00 4.587695e+00 7.743097e+00
-3.338916e-01 2.986789e+00 3.709331e+00 5.071027e+00 7.309580e+00
-5.130838e-01 3.146305e+00 4.253568e+00 5.537066e+00 6.753548e+00
-6.991468e-01 3.297774e+00 4.856746e+00 5.959699e+00 6.054954e+00
-8.663036e-01 3.426419e+00 5.514152e+00 6.304009e+00 5.201662e+00
-9.862013e-01 3.516611e+00 6.211314e+00 6.527028e+00 4.196411e+00
-1.032059e+00 3.557766e+00 6.923055e+00 6.581317e+00 3.063977e+00
-9.852406e-01 3.551017e+00 7.615947e+00 6.421796e+00 1.855504e+00
-8.432588e-01 3.513246e+00 8.254338e+00 6.014646e+00 6.464642e-01
-6.261292e-01 3.474477e+00 8.807576e+00 5.345636e+00 -4.733148e-01
-3.764943e-01 3.467291e+00 9.254485e+00 4.425314e+00 -1.414794e+00
-1.501117e-01 3.512282e+00 9.582943e+00 3.290468e+00 -2.103877e+00
2.419124e-03 3.607917e+00 9.786585e+00 2.002928e+00 -2.489603e+00
5.648384e-02 3.732099e+00 9.862799e+00 6.459568e-01 -2.546502e+00
2.759170e-02 3.855962e+00 9.813648e+00 -6.836241e-01 -2.275183e+00
-2.876940e-02 3.962106e+00 9.647169e+00 -1.889251e+00 -1.704219e+00
-3.272514e-02 4.055678e+00 9.375561e+00 -2.892178e+00 -8.917837e-01
9.585512e-02 4.161173e+00 9.009982e+00 -3.646452e+00 7.753859e-02
4.156932e-01 4.307550e+00 8.554890e+00 -4.144990e+00 1.103489e+00
9.527952e-01 4.511324e+00 8.005074e+00 -4.414886e+00 2.085920e+00
1.700167e+00 4.766336e+00 7.346604e+00 -4.504885e+00 2.939617e+00
2.623952e+00 5.042759e+00 6.561428e+00 -4.470185e+00 3.603038e+00
3.670916e+00 5.292875e+00 5.634977e+00 -4.359134e+00 4.039906e+00
4.774918e+00 5.460240e+00 4.565840e+00 -4.204705e+00 4.236300e+00
5.863098e+00 5.490547e+00 3.375368e+00 -4.022034e+00 4.197209e+00
6.863852e+00 5.343400e+00 2.113195e+00 -3.811918e+00 3.944962e+00
7.717435e+00 5.002943e+00 8.541457e-01 -3.568555e+00 3.518856e+00
8.386828e+00 4.483373e+00 -3.151314e-01 -3.288163e+00 2.972895e+00
8.863960e+00 3.825932e+00 -1.315554e+00 -2.974663e+00 2.369128e+00
9.167632e+00 3.088092e+00 -2.092524e+00 -2.640276e+00 1.767485e+00
9.334033e+00 2.329945e+00 -2.623396e+00 -2.301799e+00 1.216170e+00
9.404707e+00 1.603449e+00 -2.914608e+00 -1.975372e+00 7.464684e-01
9.416948e+00 9.471951e-01 -2.992768e+00 -1.672406e+00 3.729935e-01
9.398892e+00 3.859486e-01 -2.894943e+00 -1.397943e+00 9.762603e-02
9.368761e+00 -6.731982e-02 -2.661247e+00 -1.151207e+00 -8.542896e-02
9.336515e+00 -4.088333e-01 -2.330383e+00 -9.274452e-01 -1.853396e-01
9.306289e+00 -6.418016e-01 -1.937378e+00 -7.200819e-01 -2.118384e-01
9.278679e+00 -7.747866e-01 -1.512557e+00 -5.225316e-01 -1.738203e-01
9.252483e+00 -8.204630e-01 -1.081062e+00 -3.293384e-01 -7.890312e-02
9.225848e+00 -7.945405e-01 -6.625887e-01 -1.366148e-01 6.652255e-02
9.196918e+00 -7.147052e-01 -2.713113e-01 5.807547e-02 2.570915e-01
9.164068e+00 -5.995486e-01 8.398938e-02 2.561656e-01 4.882875e-01
9.125841e+00 -4.675266e-01 3.995452e-01 4.586487e-01 7.563400e-01
9.080664e+00 -3.360220e-01 6.759842e-01 6.665984e-01 1.058171e+00
9.026406e+00 -2.205681e-01 9.175301e-01 8.815721e-01 1.391346e+00
8.959866e+00 -1.342565e-01 1.131085e+00 1.105891e+00 1.753981e+00
8.876214e+00 -8.731758e-02 1.325252e+00 1.342837e+00 2.144577e+00
8.768452e+00 -8.683859e-02 1.509325e+00 1.596813e+00 2.561766e+00
8.626925e+00 -1.365745e-01 1.692238e+00 1.873499e+00 3.003931e+00
8.438919e+00 -2.368102e-01 1.881461e+00 2.179957e+00 3.468676e+00
8.188442e+00 -3.842431e-01 2.081814e+00 2.524602e+00 3.952088e+00
7.856300e+00 -5.718594e-01 2.294216e+00 2.916830e+00 4.447695e+00
7.420725e+00 -7.887831e-01 2.514488e+00 3.366059e+00 4.945085e+00
6.858946e+00 -1.020096e+00 2.732478e+00 3.879920e+00 5.428177e+00
6.150224e+00 -1.246698e+00 2.931988e+00 4.461484e+00 5.873444e+00
5.280839e+00 -1.445482e+00 3.092267e+00 5.105825e+00 6.248712e+00
4.250998e+00 -1.590385e+00 3.191801e+00 5.796894e+00 6.513676e+00
3.082365e+00 -1.655225e+00 3.214675e+00 6.506508e+00 6.623361e+00
1.823189e+00 -1.619073e+00 3.158291e+00 7.197344e+00 6.534986e+00
5.470433e-01 -1.473852e+00 3.039141e+00 7.830453e+00 6.216913e+00
-6.570810e-01 -1.231785e+00 2.892203e+00 8.374710e+00 5.656469e+00
-1.700881e+00 -9.284994e-01 2.761451e+00 8.813243e+00 4.863483e+00
-2.512213e+00 -6.179539e-01 2.684161e+00 9.143046e+00 3.869038e+00
-3.043428e+00 -3.586727e-01 2.676585e+00 9.368969e+00 2.721880e+00
-3.271338e+00 -1.953293e-01 2.728933e+00 9.497350e+00 1.485119e+00
-3.193166e+00 -1.425961e-01 2.812758e+00 9.533744e+00 2.331054e-01
-2.823903e+00 -1.779338e-01 2.897066e+00 9.484600e+00 -9.540436e-01
-2.197051e+00 -2.467460e-01 2.964614e+00 9.359248e+00 -2.000059e+00
-1.366177e+00 -2.781774e-01 3.019833e+00 9.169159e+00 -2.844656e+00
-4.028698e-01 -2.050005e-01 3.084848e+00 8.924615e+00 -3.453729e+00
6.111692e-01 2.044309e-02 3.187157e+00 8.631107e+00 -3.823492e+00
1.596114e+00 4.192407e-01 3.346520e+00 8.287459e+00 -3.977390e+00
2.485599e+00 9.876865e-01 3.567176e+00 7.886133e+00 -3.957637e+00
3.233883e+00 1.704093e+00 3.836806e+00 7.415100e+00 -3.814629e+00
3.817129e+00 2.536398e+00 4.129921e+00 6.860623e+00 -3.597100e+00
