-0.473990		-0.564416		-0.943688		 4.738156		 7.013780
-1.895551		 0.356636		 1.005879		 3.754279		 7.069271
-3.237174		 1.117093		 1.308557		 4.562052		 6.648753
-3.372642		 0.608872		 0.574575		 4.784303		 6.199261
-3.442690		 1.993387		 0.296924		 3.706221		 5.688356
-2.718517		 2.242383		 1.013870		 5.358547		 5.564545
-2.655467		 3.808772		 2.564310		 5.845826		 5.201538
-2.632686		 3.846960		 4.007809		 6.332734		 4.589214
-2.535617		 3.271402		 4.908300		 4.798140		 3.959685
-4.175038		 4.025403		 4.613171		 6.554310		 3.237673
-4.119430		 4.322335		 6.989604		 5.936948		 1.996039
-2.175403		 4.154457		 6.784038		 5.208903		 0.788944
-2.287176		 3.911678		 7.446245		 5.184637		 0.061169
-1.604510		 3.267501		 8.525512		 5.533525		-0.881295
-2.231603		 1.987048		 8.265367		 4.300926		-1.833201
-1.737326		 0.953325		 8.494584		 4.020401		-2.535128
-2.557038		 2.002190		 8.471303		 2.934500		-3.133519
-0.793386		 1.375047		 8.192071		 2.320816		-3.515900
-1.489333		 1.886134		10.136328		 1.570082		-3.751868
-1.749440		 1.098967		 9.355618		-0.823073		-3.519401
-0.141790		-0.058478		 8.851797		-1.583656		-2.768879
-0.698183		 1.736855		 9.309349		-0.663990		-2.206116
-1.397674		 1.038688		 8.514189		-1.396331		-1.677583
-0.426165		 1.598183		 8.956373		-2.341714		-1.062098
-0.774885		 0.387962		 9.364869		-2.816447		-0.153707
 0.382365		 0.317600		 8.402515		-0.951366		 0.425089
 0.036321		 1.366808		 9.453188		-2.241006		 0.748901
 0.503385		 0.932458		 9.157244		-1.618170		 1.262046
-0.014693		 2.374197		 8.603583		-1.867028		 1.763828
 0.245680		 1.594510		 8.081975		-1.721822		 2.323120
 0.761208		 2.766178		 8.305921		-1.127133		 2.752208
 2.284222		 2.272998		 8.962146		-0.991314		 2.967152
 2.108507		 3.549410		 7.891743		-0.733823		 3.252797
 3.796776		 3.865558		 7.752328		 0.376871		 3.190741
 3.597111		 3.311615		 6.686488		-1.232829		 3.304157
 4.657520		 4.166383		 6.692201		-0.091296		 3.355942
 5.486852		 5.330341		 6.242889		-1.160185		 3.562392
 5.684805		 4.904464		 5.688183		 0.592174		 3.492390
 6.679847		 6.134775		 5.697307		 0.112218		 3.569763
 6.476970		 5.452419		 5.226343		-0.720336		 3.634899
 6.293771		 5.632738		 4.109274		 0.534795		 3.664121
 8.362392		 5.374689		 1.803589		-0.655461		 3.675317
 8.046849		 5.659647		 1.329091		 0.546651		 3.795759
 8.274266		 4.111829		-0.135955		-0.178805		 3.951808
10.032066		 3.624299		-1.059288		 0.999676		 4.029385
 9.539666		 2.303276		-0.163257		-0.110312		 4.401822
 9.560186		 1.197855		-1.710536		-0.249735		 4.484740
 9.626472		-0.528908		-1.605523		 0.707431		 4.489284
 9.769952		-1.197546		-0.478090		 1.161967		 4.876706
 9.531867		-1.939747		-0.612252		 1.657317		 5.490853
 7.481929		-4.052442		 0.418551		 0.858047		 5.809446
 6.839691		-3.904872		 2.326858		 1.137262		 6.063722
 6.312478		-4.435381		 1.932043		 3.014216		 6.252516
 4.919645		-5.440227		 1.774584		 3.422917		 6.486596
 3.517525		-5.353027		 3.038389		 5.156374		 6.643029
 1.658320		-5.065486		 2.064805		 4.317445		 6.669750
 0.471228		-4.652061		 3.253817		 5.792606		 6.709956
-1.435686		-3.579954		 1.367340		 6.477884		 6.254887
-1.822083		-3.847387		 1.000370		 6.983309		 6.083734
-3.948137		-4.147108		 1.163265		 6.830881		 5.786496
-6.063699		-2.530324		-0.532132		 7.802830		 4.774080
-5.609761		-1.580438		-0.542595		 8.161981		 3.928760
-6.277020		 0.140121		-0.883293		 6.253176		 2.955814
-5.254875		 0.860592		-0.963466		 7.719435		 2.354861
-6.195036		 1.320345		-0.950924		 7.144084		 1.629250
-5.905326		 0.975357		-0.206233		 6.641530		 0.944471
-5.517436		 1.614011		 1.597497		 8.009052		 0.173007
-5.026835		 1.398364		 2.016826		 7.152885		-0.963571
-4.271194		 0.292468		 2.328728		 6.496683		-1.739811
-2.780656		 0.306463		 1.920405		 7.745684		-2.268089
-2.815330		-0.380260		 2.369708		 7.033439		-2.697186
-2.158684		 0.288011		 3.135605		 5.599773		-3.102740
-1.427906		-0.895415		 1.754313		 6.167644		-3.457764
-0.624365		 0.824338		 3.210869		 5.390155		-3.533398
 1.332393		 0.908751		 3.940028		 6.396616		-3.664761
 2.381733		 1.403002		 3.075495		 4.860103		-3.580912
 1.867487		 1.863259		 2.686870		 5.632659		-3.357855
 2.647370		 1.616655		 3.293944		 5.211085		-3.247020
 2.276667		 2.320904		 2.983104		 3.627292		-3.103065
 2.989598		 3.477219		 3.338589		 3.668924		-2.976828
 3.789682		 3.507064		 4.335136		 2.215464		-2.830615
 3.422656		 5.915540		 4.384634		 1.373084		-2.557802
 2.561154		 6.258343		 3.031118		 0.736731		-2.208435
 2.043373		 5.917856		 4.661644		 0.257543		-1.924875
 1.625278		 7.654874		 3.255853		-0.866543		-1.518435
 2.570974		 6.088633		 3.310047		-0.747781		-1.416643
 1.342933		 7.457108		 3.671931		-1.946790		-1.040726
 2.421566		 7.623228		 2.312719		-1.406644		-0.951975
 2.211101		 7.454214		 1.195779		-0.886150		-1.020295
 0.972682		 8.342015		 0.972291		-2.031205		-0.844247
 0.164579		 6.976257		 0.144745		-2.468941		-0.499603
 1.951599		 8.194658		 0.119534		-2.000015		-0.563604
 1.681471		 8.514246		 1.092646		-1.484563		-0.595201
 0.893934		 7.542685		 0.872544		-2.503391		-0.366133
 0.807327		 8.855451		-0.504660		-0.569066		-0.103159
 1.695783		 8.705791		-0.258727		-1.215028		-0.018157
 0.894433		 7.148371		-0.206205		-1.469960		 0.196631
 2.153929		 8.544379		-1.296176		-0.423241		 0.222741
 2.336727		 8.877376		-1.165034		-0.825894		 0.280890
 2.462613		 8.766891		-1.954571		 0.898755		 0.328325
 1.687398		 7.012985		-1.894411		 1.701846		 0.657241
 2.140181		 7.689122		-0.149118		 0.439387		 0.956965
 2.742632		 8.260423		-1.139755		 2.182295		 1.109682
 3.938501		 7.600730		-0.313071		 2.369003		 1.287988
 3.147735		 7.762933		-0.344943		 2.517828		 1.676686
 3.360083		 6.967285		-0.458804		 3.384286		 1.961267
 5.325874		 6.560866		-1.702275		 3.449098		 2.212047
 3.906063		 5.246622		-1.209356		 2.523443		 2.700617
 5.447500		 5.853586		-1.812028		 3.879474		 2.973139
 5.762467		 4.698771		-1.138169		 3.895918		 3.565685
 5.874137		 4.265945		-1.412303		 3.468174		 4.190090
 5.014030		 2.980479		-2.046111		 3.773223		 4.718853
 5.662923		 1.520093		-0.724960		 4.182308		 5.239155
 6.238430		 0.548074		-0.325593		 3.380351		 5.784147
 5.668768		 0.776380		-0.183609		 2.933008		 6.391097
 4.091451		-0.750659		-1.128855		 3.596243		 6.691412
 2.558246		-1.650713		 0.242407		 3.277563		 6.930905
 2.722511		-0.703925		 0.648540		 4.038401		 7.125321
 0.944368		-1.227134		 0.626009		 3.453643		 7.097469
-0.230180		-2.023206		-0.372030		 4.413209		 6.915778
 0.373010		-1.850576		-0.311822		 3.449597		 7.026507
-2.065000		-1.130856		 0.443331		 3.640289		 7.013593
-1.994781		-0.883697		 0.635744		 3.917394		 6.759850
-2.312708		-0.089562		 0.244268		 4.555820		 6.589049
-4.117350		 0.645282		 0.030901		 4.125479		 6.328665
-4.440449		 2.432409		 0.518717		 5.571816		 5.887033
-3.824280		 2.068672		 2.714714		 5.610863		 5.327221
-4.206622		 3.424163		 2.348215		 6.175383		 4.425099
-4.406272		 3.899964		 2.779059		 4.761607		 3.602761
-3.744325		 4.317077		 4.008955		 5.214347		 2.974668
-4.422158		 3.739860		 4.722536		 6.354058		 2.159569
-3.453491		 3.537129		 6.205127		 6.165875		 1.022322
-3.626578		 2.837047		 7.119007		 5.641297		-0.073840
-2.792022		 3.428035		 7.642171		 5.433318		-1.237613
-3.342105		 1.852142		 7.680038		 4.844685		-2.225416
-2.210758		 1.781397		 8.221821		 4.152665		-3.066712
-2.617648		 1.959086		 8.398874		 3.218395		-3.624688
-2.208168		 1.645770		 9.011863		 1.108771		-3.736890
-2.060571		 0.256670		 9.772590		 1.445572		-3.507299
-0.902620		 0.897558		 9.391992		 0.797863		-3.457808
-0.574175		-0.580416		 9.115000		 0.292999		-3.222426
-0.121788		-0.559146		 8.573918		-0.263125		-2.922351
-1.407272		-0.366169		 8.972579		-1.652728		-2.257245
 0.356880		 0.446274		 9.721315		-0.640981		-1.585766
 0.305619		-0.216239		 8.151541		-1.641638		-1.014921
-0.319992		 0.358588		 8.294421		-1.173472		-0.350726
 0.496157		 1.555955		 8.492422		-1.500554		 0.264592
 0.667577		 1.832101		 9.208256		-1.108145		 0.846008
-0.305996		 1.419227		 9.003171		-0.665093		 1.344041
 1.077283		 2.630153		 7.792414		-0.466854		 1.677829
 1.761485		 2.475049		 9.008482		-1.556024		 2.135937
 1.978982		 2.769434		 7.879416		-0.770641		 2.648772
 1.332181		 2.183360		 7.214146		-0.494943		 3.018854
 1.972342		 3.381229		 8.369638		-0.782872		 3.491707
 3.519983		 3.072470		 7.588481		 0.331829		 3.708664
